Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,Широта,Долгота,2GIS URL
555,сауна на дровах,Бани и сауны,"Альмукан Сембинов улица, 11/2",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,13,87071230680,87172569705,,,,,,,,,https://wa.me/77071230680,,,,,51.171159,71.451165,https://2gis.com/firm/70000001036409811
Q17 Qozybasy,сауна на дровах,Бани и сауны,"улица Козыбасы, 17",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,555,87026599012,,,,,http://banyaq17.myresto.online/,,,https://instagram.com/q17_bath_club,,https://wa.me/77026599012,,,,https://t.me/+77026599012,51.15368,71.515687,https://2gis.com/firm/70000001022997109
Алексеевские бани,,Бани и сауны,"улица Жанкент, 145/1",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,156,87755187676,,,,,,,,,,https://wa.me/77755187676,,,,,51.135093,71.476344,https://2gis.com/firm/70000001018079584
Нура,сауна,Бани и сауны,"переулок Аксумбе, 4а",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,39,87767207704,,,,,,,,,,https://wa.me/77767207704,,,,,51.180203,71.492827,https://2gis.com/firm/70000001057521426
Family Hotel NS,,Бани и сауны; Гостиницы,"улица Елубай Тайбеков, 39",,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,121,87475777710,,,,,,,,https://instagram.com/family_hotel_ns,,https://wa.me/77475777710,,,,,51.14208,71.424485,https://2gis.com/firm/70000001029244921
Дельфин,сауна,Бани и сауны,"Кабанбай батыр проспект, 7/1",1 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,193,87755844440,,,,,,,,https://instagram.com/sauna_delfin_astana,,https://wa.me/77755844440,,,,,51.143619,71.416673,https://2gis.com/firm/70000001019503448
Орловские бани,,Бани и сауны,"проспект Туран, 99",,,,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,514,87007166666,,,info@orlovbani.kz,,http://orlovbani.kz,,,https://instagram.com/orlov_banya_astana,https://facebook.com/106489345307471,https://wa.me/77007166666,,,,,51.072375,71.391329,https://2gis.com/firm/70000001060109638
Glory,сауна,Бани и сауны,"Алиби Жангельдина улица, 38",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,75,87782054802 (администратор),87752826826 (отдел бронирования),87172437098,,,,,,https://instagram.com/sauna_astana_glory,,https://wa.me/77752826826,,,,,51.174738,71.428374,https://2gis.com/firm/70000001018102223
Лес,,Бани и сауны,"переулок Кызылкол, 15",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.8,68,87478098355,,,,,,,,https://instagram.com/les.banya.ast,,https://wa.me/77478098355,,,,,51.141093,71.517296,https://2gis.com/firm/70000001090744506
Ақ Бұлақ,общественная мужская баня,Бани и сауны,"переулок Жарсуат, 23",,,Агрогородок м-н,Сарыарка район,Астана,,Астана,Казахстан,Пн: 14:00-23:00; Вт: 14:00-23:00; Ср: 14:00-23:00; Чт: 14:00-23:00; Пт: 14:00-23:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.7,337,87788099051 (баня),,,,,,,,https://instagram.com/banya.ak.bulak,,https://wa.me/77788099051,,,,,51.183033,71.382316,https://2gis.com/firm/70000001019804848
Ай-Су,сауна,Бани и сауны; Гостиницы,"улица Шалкоде, 9/2",1 этаж,,Промышленный ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,44,87784081055 (сауна),87753526876 (гостиница),,,,,,,,,https://wa.me/77784081055,,,,,51.124212,71.519902,https://2gis.com/firm/70000001018084511
Көктоғай,банный комплекс,Бани и сауны,"улица Лесная поляна, 29/1",,,Лесная поляна м-н,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Вт: 15:00-24:00; Ср: 15:00-24:00; Чт: 15:00-24:00; Пт: 15:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00 (санитарный день: пн),+05:00,4.1,102,87475862235,,,,,,,,,,https://wa.me/77475862235,,,,,51.001656,71.368477,https://2gis.com/firm/70000001023582191
Тарлан,банный комплекс,Бани и сауны,"переулок Тарлан, 2/1",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.9,167,87029995907,,,,,,,,https://instagram.com/tarlan_banya,,https://wa.me/77029995907,,,,,51.13067,71.464583,https://2gis.com/firm/70000001098207086
Мягкий пар,банный комплекс,Бани и сауны,"переулок Ойтоган, 17/1",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,73,87067068525,,,,,,,,https://instagram.com/banya_mp.astana,,https://wa.me/77067068525,,,,,51.146345,71.482947,https://2gis.com/firm/70000001103286333
Корсар,гостиничный комплекс,Бани и сауны; Гостиницы,"улица Темирказык, 7",,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,23,87780050803,,,,,,,,https://instagram.com/korsar.hotel,,https://wa.me/77780050803,,,,,51.143596,71.429339,https://2gis.com/firm/70000001092768290
Арыстан,сауна,Бани и сауны,"улица Аркайым, 2",1 этаж,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,76,87079969928,87081014902,,,,,,,,,https://wa.me/77081014902,,,,,51.144386,71.501459,https://2gis.com/firm/70000001037233479
Алтынай,гостинично-банный комплекс,Бани и сауны; Гостиницы,"улица Шакена Айманова, 14/10",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,92,87476668041,,,,,,,,,,https://wa.me/77476668041,,,,,51.177364,71.42997,https://2gis.com/firm/70000001058714018
Чубаро,банный двор,Бани и сауны; Аренда коттеджей,"улица Алпамыс батыр, 3",,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,166,87013872143,,,meneger01_outlook@mail.ru,,http://Chubaro.kz,,,https://instagram.com/chubaro.kz,,https://wa.me/77013872143,,,viber://chat/?number=77013872143,https://t.me/+77013872143,51.143635,71.42742,https://2gis.com/firm/70000001035636731
Эверест,гостиничный комплекс,Бани и сауны; Гостиницы,"улица Шары Жиенкуловой, 7/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,41,87172432882,87755113322,,hotel@everest.kz,,,,,https://instagram.com/otel_everest,,https://wa.me/77755113322,,,,,51.178181,71.455104,https://2gis.com/firm/70000001018127732
Тумар,сауна,Бани и сауны,"улица Силети, 26",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,154,87785944238,,,,,,,,,,https://wa.me/77785944238,,,,,51.146322,71.510793,https://2gis.com/firm/70000001042877786
Tonus,сауна,Бани и сауны,"улица Сарын, 58а",,,Юго-Восток (правая сторона) ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-03:00; Вт: 10:00-03:00; Ср: 10:00-03:00; Чт: 10:00-03:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-03:00,+05:00,4.9,73,87008883007,,,,,,,,https://instagram.com/tonus_astana,,https://wa.me/77008883007,,,,,51.133003,71.521358,https://2gis.com/firm/70000001100926517
Sarmat,банно-гостиничный комплекс,Бани и сауны; Гостиницы,"улица Ильи Чехоева, 16",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (баня: вт-выходной; мужские дни: пн, ср-пт 13:00-23:00; сб-вс 12:00-23:00; женские дни; пт 13:00-23:00; сб-вс 12:00-23:00)",+05:00,4.7,264,87073602525 (сауна),87053602525 (баня),87007755257 (гостиница),tsarmatter@bk.ru,,,,,https://instagram.com/banya_sarmat,,https://wa.me/77073602525,https://wa.me/77053602525,https://wa.me/77007755257,,,51.197448,71.460665,https://2gis.com/firm/70000001035252163
VIP баня,,Бани и сауны,"улица Азаттык, 30",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,4.9,83,87751090362,87751802352,,,,,,,https://instagram.com/banya_kosshy,,https://wa.me/77751090362,https://wa.me/77751802352,,,,50.976836,71.366284,https://2gis.com/firm/70000001034372626
Ozen,халяльная баня,Бани и сауны,"28-я улица, 3/1",,,Тельман ж/м,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-03:00; Вт: 10:00-03:00; Ср: 10:00-03:00; Чт: 10:00-03:00; Пт: 10:00-03:00; Сб: 10:00-03:00; Вс: 10:00-03:00,+05:00,4.8,333,87058272531 (отдел бронирования),87780906224 (администратор),,,,,,,https://instagram.com/ozen_halal_bani,,https://wa.me/77058272531,,,,,51.091648,71.476905,https://2gis.com/firm/70000001065594691
У Маке,сауна,Бани и сауны,"улица Балкантау, 94",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,8,87779737969,87025446497,,,,,,,https://instagram.com/sauna_u_make,,https://wa.me/77779737969,https://wa.me/77025446497,,,,51.132025,71.478164,https://2gis.com/firm/70000001099773917
Ақнұр,сауна,Бани и сауны,"Талапкерский переулок, 8/1",1 этаж,,Агрогородок м-н,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,19,87765849942,,,aika999999@mail.ru,,,,,,,https://wa.me/77765849942,,,,,51.183563,71.378086,https://2gis.com/firm/70000001019814943
Дрова,сауна,Бани и сауны,"проспект Акжол, 51",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,67,87020689338,87750342864,,lady.gulnar71@mail.ru,,,,,https://instagram.com/drova_sauna,,https://wa.me/77020689338,https://wa.me/77750342864,,,,51.179852,71.467261,https://2gis.com/firm/70000001078504594
МирОтель,гостиничный комплекс,Бани и сауны; Гостиницы,"переулок Аркат, 1",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,162,87021962727,87025760101,87472015710 (баня ),mirotel.astana@mail.ru,,http://mirotel.hotel2you.ru,,,https://instagram.com/mirotel_astana,,https://wa.me/77021962727,https://wa.me/77025760101,,,,51.132375,71.465896,https://2gis.com/firm/70000001061054743
Мерей,,Бани и сауны,"проспект Абылай хана, 43/2",,,Аль-Фараби м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительной записи: пн-вс),+05:00,4.7,70,87021229400,,,,,,,,,,https://wa.me/77021229400,,,,,51.154836,71.493409,https://2gis.com/firm/70000001018129031
Магас,гостиница,Бани и сауны; Гостиницы; Банкетные залы,"улица Александра Затаевича, 8",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,200,87786963801 (гостиница),87172382021 (гостиница),,magas-astana@bk.ru,,,,,https://instagram.com/magas_hotel,,,,,,,51.189117,71.400772,https://2gis.com/firm/70000001019514921
Мыльная опера,банный двор,Бани и сауны,"переулок Арал, 6/1",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,4.7,46,87768588856,,,,,,,,https://instagram.com/banya_mylnaya_opera,,https://wa.me/77768588856,,,,,51.141241,71.513014,https://2gis.com/firm/70000001094766053
Sky Luxe Hotel,отель,Бани и сауны; Гостиницы; Бильярдные залы,"проспект Женис, 43",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,70,87756810489,,,otelluks98@gmail.com,,,,,https://instagram.com/skyluxe.hotel,,https://wa.me/77756810489,,,,,51.178206,71.409435,https://2gis.com/firm/70000001094204950
