Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,Широта,Долгота,2GIS URL
Асем,студия красоты,Ногтевые студии; Визажисты; Оформление бровей и ресниц; Обучение мастеров для салонов красоты; Эпиляция; Массажист,"улица Беимбет Майлин, 37",514 офис; 5 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,4.9,51,87772774220,,,,,,,,,https://instagram.com/asem_studiya_astana,,,,,,,,,,,,https://wa.me/77772774220,,,,,,,,,,,,,,,51.148562,71.486135,https://2gis.com/firm/70000001082901153
Suluym,салон красоты,Ногтевые студии; Парикмахерские,"улица Ахмет Байтурсынулы, 6",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,106,87071177087,,,,,,,,,https://instagram.com/suluym_beauty,,,,,,,,,,,,https://wa.me/77071177087,,,,,,,,,,,,,,,51.12114,71.489525,https://2gis.com/firm/70000001086995589
SanQoй,,Ногтевые студии; Парикмахерские; Эпиляция; Оформление бровей и ресниц,"улица Бейбитшилик, 67",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.8,122,87073261664,,,gulmiraa61@gmail.com,,,,,,https://instagram.com/sankoy_hair_studio,,,,,,,,,,,,https://wa.me/77073261664,,,,,,,,,,,,,,,51.185059,71.41579,https://2gis.com/firm/70000001090502025
STARMOON,салон красоты,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц; Эпиляция; Обучение мастеров для салонов красоты; Профессиональная косметика; Услуги пирсинга; Перманентный макияж,"проспект Абылай хана, 54а",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:30-21:00; Вт: 09:30-21:00; Ср: 09:30-21:00; Чт: 09:30-21:00; Пт: 09:30-21:00; Сб: 09:30-21:00; Вс: 09:30-21:00 (по предварительной записи),+05:00,4.9,1054,87711067194,87714876663,,starmoon.astana@gmail.com,,,http://zapis.kz/starmoon,,,https://instagram.com/starmoon.01kz,,,,,,,,,,,,https://wa.me/77711067194,https://wa.me/77757321323,,viber://chat/?number=77757321323,,,,,,,,,,,,51.14481,71.51024,https://2gis.com/firm/70000001043589968
Астанинские ноготочки,салон красоты,Ногтевые студии; Косметолог; Визажисты; Оформление бровей и ресниц; Эпиляция; Подолог; Перманентный макияж; Парикмахерские; Студии загара,"улица Кенесары, 6",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.7,615,87751499924,,,,,,http://zapis.kz/astaninskie-nogotochki,,,https://instagram.com/astaninskie_nogotochki,,,,,,,,,,,,https://wa.me/77751499924,,,,,,https://t.me/+77751499924,,,,,,,,,51.161677,71.403153,https://2gis.com/firm/70000001021376290
Chicago girls,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Оформление бровей и ресниц; Визажисты; Массажист,"улица Бердибек Сокпакбаев, 5",НП: 10,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.7,241,87474684759,,,,,,,,,https://instagram.com/chicago_chicagos,,,,,,,,,,,,https://wa.me/77474684759,,,,,,,,,,,,,,,51.171783,71.399713,https://2gis.com/firm/70000001060735860
Ayala,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция,"улица Кенен Азербаев, 4",ЖК Сарайшик,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,12,87071084828 (мастер универсал),87071084828,87783118213,,,,,,,,,,,,,,,,,,,https://wa.me/77071084828,https://wa.me/77783118213,,,,,,,,,,,,,,51.127992,71.503705,https://2gis.com/firm/70000001049694778
PodoNails,центр подологии и ногтевого сервиса,Ногтевые студии; Подолог; Обучение мастеров для салонов красоты,"улица Кайым Мухамедханов, 6",2 офис; 1 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.9,280,87774192244,,,akosia09@mail.ru,,,http://dikidi.net/711729,http://podonails.kz,,https://instagram.com/akmaral_nails_ast,,,,,,,,,,,,https://wa.me/77774192244,,,,,,,,,,,,,,,51.139037,71.387413,https://2gis.com/firm/70000001035927964
Юнона,салон красоты,Ногтевые студии; Эпиляция; Парикмахерские; Косметолог; Визажисты; Оформление бровей и ресниц; Массажист,"улица Илияс Омаров, 27",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,580,87750477755,,,,,,,,,https://instagram.com/yunona_aesthetic_salon,,,,,,,,,,,,https://wa.me/77750477755,,,,,,,,,,,,,,,51.141348,71.370443,https://2gis.com/firm/70000001035945412
Айна,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция,"проспект Ракымжан Кошкарбаев, 37",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (до последнего клиента),+05:00,4.9,203,87078021983,87058253714,87752546404,,,,,,,https://instagram.com/aina_beauty_astana,,,,,,,,,,,,https://wa.me/77078021983,https://wa.me/77752546404,https://wa.me/77058253714,,,,,,,,,,,,,51.128973,71.493839,https://2gis.com/firm/70000001100344215
Цирюльникъ,sulýlyq salondar jelіsі,Ногтевые студии; Парикмахерские; Косметолог; Массажист; Студии загара; Оформление бровей и ресниц; Эпиляция; Перманентный макияж; Обучение мастеров для салонов красоты,"улица Каныш Сатпаев, 20/1",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:30-21:00; Вт: 09:30-21:00; Ср: 09:30-21:00; Чт: 09:30-21:00; Пт: 09:30-21:00; Сб: 09:30-21:00; Вс: 09:30-21:00,+05:00,4.3,1859,87786997799,,,ibragimovalibek773@gmail.com,,,,,,https://instagram.com/cirulnik.astana,,,,,,,,,,,,https://wa.me/77786997799,,,,,,,,,,,,,,,51.140972,71.476467,https://2gis.com/firm/70000001030128491
Ai.charm,,Ногтевые студии; Парикмахерские; Услуги пирсинга; Визажисты; Оформление бровей и ресниц,"улица Кайым Мухамедханов, 17/1",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,52,87716930008,,,,,,,,,https://instagram.com/aii.charm_,,,,,,,,,,,,https://wa.me/77716930008,,,,,,,,,,,,,,,51.14142,71.386104,https://2gis.com/firm/70000001100126787
Студия красоты Лолиты Абельдиновой,,Ногтевые студии; Эпиляция; Обучение мастеров для салонов красоты; Оформление бровей и ресниц,"улица Жанайдар Жирентаев, 15а",4 офис; 2 этаж,,4 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.9,42,87052938420,,,,,,,,,https://instagram.com/abeldinova_one,,,,,,,,,,,,https://wa.me/77052938420,,,,,,,,,,,,,,,51.152886,71.473711,https://2gis.com/firm/70000001080352274
Meduza,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Оформление бровей и ресниц; Визажисты; Перманентный макияж,"проспект Ракымжан Кошкарбаев, 32 блок Л",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,908,87477021061,,,,,,,,,https://instagram.com/salon_meduza,,,,,,,,,,,,https://wa.me/77477021061,,,,,,,,,,,,,,,51.125369,71.48157,https://2gis.com/firm/70000001077726554
Rival,,Ногтевые студии; Парикмахерские; Массажист; Косметолог; Визажисты; Эпиляция,"проспект Мангилик Ел, 27/1",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,161,87019999842,,,,,,,,,https://instagram.com/rival_salon_ast,,,,,,,,,,,,https://wa.me/77019999842,,,,,,,,,,,,,,,51.109911,71.430339,https://2gis.com/firm/70000001082373016
Impala Beauty Brand,студия красоты,Ногтевые студии; Оформление бровей и ресниц; Эпиляция; Массажист; Перманентный макияж; Подолог,"проспект Туран, 52/7",НП: 1,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,200,87018261906,,,aigerim208@gmail.com,,,,,,https://instagram.com/impala_beauty_brand,,,,,,,,,,,,https://wa.me/77018261906,,,,,,https://t.me/+77018261906,,,,,,,,,51.104547,71.401641,https://2gis.com/firm/70000001041647978
Rozen,салон красоты,Ногтевые студии; Обучение мастеров для салонов красоты; Парикмахерские; Оформление бровей и ресниц; Косметолог; Эпиляция,"Аль-Фараби проспект, 17/1",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи),+05:00,4.8,101,87018159745,87017396819,87026276662 (мастер ногтевого сервиса),,,,,,,https://instagram.com/rozen_beauty.astana,,,,,,,,,,,,https://wa.me/77018159745,https://wa.me/77026276662,,,,,,,,,,,,,,51.094869,71.4472,https://2gis.com/firm/70000001061263716
АСС,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Массажист; Обучение мастеров для салонов красоты; Косметолог; Визажисты,"проспект Туран, 43/1",,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.8,171,87778912345,,,amantolkyn@icloud.com,,,,,,https://instagram.com/aman_san_salony,,,,,,,,,,,,https://wa.me/77778912345,,,,,,,,,,,,,,,51.123082,71.401281,https://2gis.com/firm/70000001081589478
Saida.hair.kz,салон красоты,Ногтевые студии; Парикмахерские; Визажисты; Эпиляция; Оформление бровей и ресниц,"Амангельды Иманова улица, 41",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.9,87,87752983171,,,,,,,,,https://instagram.com/saida.hair.kz,,,,,,,,,,,,https://wa.me/77752983171,,,,,,,,,,,,,,,51.161619,71.45749,https://2gis.com/firm/70000001100857767
Майра,парикмахерская,Ногтевые студии; Парикмахерские,"проспект Бауыржан Момышулы, 10/2",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,3.9,22,87784383233,87089750106,,serikbaimaira1950@gmail.com,,,,,,https://instagram.com/hairstyles_maira_astana,,,,,,,,,,,,https://wa.me/77784383233,,,,,,https://t.me/+77784383233,,,,,,,,,51.138948,71.47694,https://2gis.com/firm/70000001054927442
Husn,ногтевая студия,Ногтевые студии; Оформление бровей и ресниц,"проспект Мангилик Ел, 52 блок B2",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.5,79,87784817511,,,,,,,,,https://instagram.com/husn_astana,,,,,,,,,,,,https://wa.me/77784817511,,,,,,,,,,,,,,,51.093001,71.427167,https://2gis.com/firm/70000001069089124
Podonail.kz,подологический центр,Ногтевые студии; Подолог,"проспект Улы Дала, 55",НП: 18,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,37,87779908801,,,,,,http://podonail.kz/astana/,http://jivo.chat/vXymj5uUbg,,https://instagram.com/podonail.kz_ast,,,,,,https://facebook.com/profile.php?id=61571916292280,,,,,,https://wa.me/77779908801,,,viber://chat/?number=77779908801,,,,,,,,,,,,51.095241,71.434911,https://2gis.com/firm/70000001095817588
Динара,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Перманентный макияж; Эпиляция,"проспект Абая, 59",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.7,142,87756305144 (мастер универсал),87714688082 (женский мастер),87055991729 (мужской мастер),,,,,,,https://instagram.com/royalbeauty700,,,,,,,,,,,,https://wa.me/77055991729,,,,,,,,,,,,,,,51.16987,71.437533,https://2gis.com/firm/70000001098500468
